"Id","MAE Value","ETS Method"
"513","0.782001551151896","ETS(A,N,A)"
"514","0.620291436924549","ETS(A,N,A)"
"515","0.585284385475339","ETS(A,N,A)"
"516","0.724209684960317","ETS(A,N,N)"
"517","0.577034742830379","ETS(A,N,A)"
"518","0.865769262742785","ETS(A,Ad,N)"
"519","0.847091849496064","ETS(A,N,A)"
"520","0.804458172951159","ETS(A,N,A)"
"521","0.781492725782054","ETS(A,Ad,A)"
"522","0.874114198344966","ETS(A,N,A)"
"523","0.769822366218083","ETS(A,Ad,A)"
"524","0.801995506868142","ETS(A,Ad,A)"
"525","0.486937021532883","ETS(A,Ad,A)"
"526","0.538876803332873","ETS(A,N,N)"
"527","0.550499200334863","ETS(A,N,A)"
"528","0.560782912828594","ETS(A,Ad,A)"
"529","0.587932862686736","ETS(A,N,N)"
"530","0.59681684731843","ETS(A,Ad,A)"
"531","0.459433240615231","ETS(A,N,N)"
"532","0.460678393448126","ETS(A,A,A)"
"533","0.643802920951297","ETS(A,N,N)"
"534","0.7677927878181","ETS(A,N,A)"
"535","0.718865256255162","ETS(A,N,A)"
"536","0.849775750519023","ETS(A,N,A)"
"537","0.774415386368382","ETS(A,N,A)"
"538","0.763452141992373","ETS(A,N,A)"
"539","0.83953237395203","ETS(A,N,A)"
"540","0.861969793333124","ETS(A,N,A)"
"541","0.825618631183611","ETS(A,N,A)"
"542","0.873886348177885","ETS(A,N,N)"
"543","0.652832986297216","ETS(A,Ad,A)"
"544","0.594683680938982","ETS(A,N,N)"
"545","0.460449326135961","ETS(A,A,A)"
"546","0.526514680658063","ETS(A,A,A)"
"547","0.40718279507967","ETS(A,A,A)"
"548","0.768340156004984","ETS(A,N,N)"
"549","0.773926908482389","ETS(A,N,A)"
"550","0.757600496590287","ETS(A,N,A)"
"551","0.805446247835825","ETS(A,N,A)"
"552","0.841633197343623","ETS(A,N,A)"
"553","0.432445005243806","ETS(A,A,A)"
"554","0.809496533693935","ETS(A,Ad,A)"
"555","0.841669316934887","ETS(A,Ad,A)"
"556","0.828822133322606","ETS(A,N,A)"
"557","0.876634918048128","ETS(A,Ad,A)"
"558","0.681437165558536","ETS(A,N,A)"
"559","0.805194548901091","ETS(A,Ad,A)"
"560","0.775373858850855","ETS(A,N,N)"
"561","0.811884839008821","ETS(A,N,A)"
"562","0.773114275405209","ETS(A,N,A)"
"563","0.775295440997387","ETS(A,N,A)"
"564","0.804660801076484","ETS(A,N,A)"
"565","0.730044517329455","ETS(A,N,A)"
"566","0.586029629153115","ETS(A,N,A)"
"567","0.672145009112767","ETS(A,N,A)"
"568","0.700375954020656","ETS(A,N,A)"
"569","0.79810428753002","ETS(A,Ad,A)"
"570","0.714825651624298","ETS(A,A,A)"
"571","0.707781181995999","ETS(A,Ad,A)"
"572","0.740842755568736","ETS(A,N,A)"
"573","0.704598262736117","ETS(A,Ad,N)"
"574","0.727642981498265","ETS(A,Ad,N)"
"575","0.593380074643207","ETS(A,Ad,N)"
"576","0.900926262191946","ETS(A,N,N)"
"577","0.472174319538887","ETS(A,Ad,A)"
"578","0.465510830770662","ETS(A,N,N)"
"579","0.759105028613415","ETS(A,N,A)"
"580","0.714307481023836","ETS(A,N,N)"
"581","0.669073796566226","ETS(A,Ad,A)"
"582","0.787169553135429","ETS(A,N,A)"
"583","0.773693974726267","ETS(A,N,A)"
"584","0.506054417647341","ETS(A,N,N)"
"585","0.945422626080193","ETS(A,N,N)"
"586","0.891328658611657","ETS(A,N,A)"
"587","0.958420764081214","ETS(A,N,A)"
"588","1.07304725649417","ETS(A,N,N)"
"589","0.848070918450508","ETS(A,N,N)"
"590","0.936981802256172","ETS(A,N,A)"
"591","0.411235052256954","ETS(A,Ad,N)"
"592","0.797535131202491","ETS(A,N,A)"
"593","0.730710338196962","ETS(A,N,A)"
"594","0.76218483377504","ETS(A,N,A)"
"595","1.05332570104239","ETS(A,N,A)"
"596","0.945757612797943","ETS(A,N,A)"
"597","0.841091901608712","ETS(A,N,A)"
